judet,localitate,url,rss_url,tier,cms,site_viu,feed_viu,feed_items,newest_real_date,candidat_loader,activ_august,respins_motiv
IASI,RUGINOASA,http://primaria-ruginoasa.ro,,comuna,unknown,no,no,,,no,no,site mort
IASI,PROBOTA,http://primariaprobota.ro,https://primariaprobota.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-26,yes,yes,
HUNEDOARA,SANTAMARIA-ORLEA,https://www.santamariaorlea.ro,https://www.santamariaorlea.ro/feed/,comuna,wordpress,yes,yes,3,2026-09-01,yes,yes,
IASI,POPRICANI,https://primariapopricani.ro,http://primariapopricani.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-10,yes,yes,
IASI,TATARUSI,https://www.tatarusi.ro,,comuna,unknown,no,no,,,no,no,site mort
IASI,MADARJAC,http://www.comunamadarjac.ro,https://www.comunamadarjac.ro/feed/,comuna,wordpress,yes,yes,12,2026-08-28,yes,yes,
IASI,RADUCANENI,http://comunaraducaneni.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
IALOMITA,SALCIOARA,http://www.primariasalcioara.ro,https://primariasalcioara.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
IASI,SCHITU DUCA,http://www.primariaschituduca.ro,,comuna,unknown,no,no,,,no,no,site mort
IASI,PRISACANI,https://uat-prisacani.ro,https://uat-prisacani.ro/feed/,comuna,wordpress,yes,yes,5,2024-05-17,no,no,
IASI,REDIU,https://www.primariarediu.ro,https://www.primariarediu.ro/feed/,comuna,wordpress,yes,yes,10,2026-07-27,yes,no,
HUNEDOARA,SARMIZEGETUSA,http://comuna-sarmizegetusa.ro,https://comuna-sarmizegetusa.ro/comments/feed/,comuna,wordpress,yes,yes,10,2025-03-06,no,no,
IASI,VALEA SEACA,https://www.valeaseaca.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
IASI,TIGANASI,https://www.primariatiganasi.ro,https://www.primariatiganasi.ro/feed/,comuna,wordpress,yes,yes,1,2020-06-17,no,no,
IASI,VICTORIA,https://newsite.comunavictoria.ro,,comuna,unknown,no,no,,,no,no,site mort
IASI,SIRETEL,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
IASI,RACHITENI,https://primariarachiteni.ro,https://primariarachiteni.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-24,yes,yes,
IASI,STOLNICENI-PRAJESCU,https://www.stolniceni.ro,https://stolniceni.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
IASI,ERBICENI,http://primariaerbiceni.ro,,comuna,unknown,no,no,,,no,no,site mort
IASI,TIBANA,https://www.primariatibana.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
ILFOV,ORAS MAGURELE,https://primariamagurele.ro,https://primariamagurele.ro/feed,oras,wordpress,yes,yes,10,2026-08-12,yes,yes,
IASI,TIBANESTI,https://www.primariatibanesti.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
IASI,CRISTESTI,https://www.comunacristesti.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
IASI,STRUNGA,http://primaria-strunga.ro,https://primaria-strunga.ro/feed/,comuna,wordpress,yes,yes,1,2014-05-14,no,no,
ILFOV,ORAS PANTELIMON,http://www.primariapantelimon.ro,https://www.primariapantelimon.ro/feed/,oras,wordpress,yes,yes,10,2026-08-31,yes,yes,
ILFOV,ORAS VOLUNTARI,http://www.primaria-voluntari.ro,,oras,other,yes,no,,,no,no,feed nu raspunde
ILFOV,ORAS OTOPENI,https://www.otopeniro.ro,,oras,e-adm,yes,no,,,no,no,feed nu raspunde
ILFOV,ORAS POPESTI LEORDENI,https://xn--primria-popeti-leordeni-7tc270e.ro,https://xn--primria-popeti-leordeni-7tc270e.ro/rss.xml,oras,drupal,yes,yes,0,,no,no,
IASI,VANATORI,https://primariavanatori.ro,https://primariavanatori.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
IASI,ROSCANI,http://www.primariaroscani.ro,https://www.primariaroscani.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
IASI,UNGHENI,http://www.comunaungheni.ro,https://comunaungheni.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
ILFOV,ORAS BUFTEA,http://www.primariabuftea.ro,https://www.primariabuftea.ro/feed/,oras,wordpress,yes,yes,10,2026-09-03,yes,yes,
IASI,SCHEIA,https://www.scheia.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
IASI,DUMESTI,http://www.comunadumesti.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
IASI,VALEA LUPULUI,http://comuna-valealupului.ro,https://comuna-valealupului.ro/feed/,comuna,wordpress,yes,yes,3,2022-10-04,no,no,
IASI,GORBAN,http://primariagorban.ro,https://primariagorban.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
ILFOV,AFUMATI,https://www.primariaafumati.ro,https://www.primariaafumati.ro/?format=feed&type=rss,comuna,joomla,yes,yes,4,2026-08-03,yes,yes,
ILFOV,BRANESTI,https://www.primaria-branesti.ro,https://www.primaria-branesti.ro/index.php?format=feed&type=rss,comuna,joomla,yes,yes,2,2012-10-28,no,no,
IASI,TUTORA,http://www.primariatutora.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
IASI,ROMANESTI,https://www.comuna-romanesti.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
IASI,GROPNITA,https://www.comuna-gropnita-iasi.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
ILFOV,1 DECEMBRIE,http://primaria1decembrie.ro,https://primaria1decembrie.ro/feed/,comuna,wordpress,yes,yes,12,2026-09-02,yes,yes,
IASI,MOSNA,http://www.mosnaiasi.ro,https://mosnaiasi.ro/feed/,comuna,wordpress,yes,yes,1,2026-08-31,yes,yes,
IASI,SIPOTE,http://www.primariasipote.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
IASI,TOMESTI,https://www.comuna-tomesti.ro,https://www.comuna-tomesti.ro/feed/,comuna,wordpress,yes,yes,2,2023-12-01,no,no,
ILFOV,CERNICA,http://www.cernica.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
ILFOV,DRAGOMIRESTI-VALE,https://primariadragomirestivale.ro,https://primariadragomirestivale.ro/feed/,comuna,wordpress,yes,yes,1,2025-07-17,no,no,
IASI,VLADENI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
ILFOV,DARASTI-ILFOV,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
ILFOV,BERCENI,https://www.primariaberceni.ro,https://www.primariaberceni.ro/feed/,comuna,wordpress,yes,yes,7,2026-08-26,yes,yes,
IASI,SCOBINTI,http://www.primariascobinti.ro,https://www.primariascobinti.ro/feed/,comuna,wordpress,yes,yes,12,2026-08-27,yes,yes,
ILFOV,COPACENI,https://primariacopaceniilfov.ro,https://primariacopaceniilfov.ro/feed/,comuna,e-adm,yes,yes,10,2026-07-31,yes,no,
ILFOV,JILAVA,http://primariajilava.ro,https://primariajilava.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-03,yes,yes,
ILFOV,ORAS BRAGADIRU,https://www.primariaorasbragadiru.ro,,oras,joomla,yes,no,,,no,no,feed nu raspunde
ILFOV,CHIAJNA,https://www.primariachiajna.ro,https://www.primariachiajna.ro/feed/,comuna,wordpress,yes,yes,12,2026-08-20,yes,yes,
ILFOV,DOMNESTI,https://primariadomnesti.ro,https://primariadomnesti.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-03,yes,yes,
ILFOV,CIOROGARLA,https://primariaciorogarla.ro,https://primariaciorogarla.ro/feed/,comuna,wordpress,yes,yes,4,2025-12-11,no,no,
ILFOV,GLINA,https://primaria-glina.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
ILFOV,GRADISTEA,https://comunagradisteaif.ro,https://comunagradisteaif.ro/feed/,comuna,wordpress,yes,yes,4,2019-11-06,no,no,
ILFOV,DASCALU,https://comunadascalu.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
ILFOV,PERIS,http://www.primaria-peris.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
MARAMURES,MUNICIPIUL SIGHETU MARMATIEI,http://www.primaria-sighet.ro,,municipiu,other,yes,no,,,no,no,feed nu raspunde
ILFOV,VIDRA,http://www.primaria-vidra.ro,https://primaria-vidra.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-03,yes,yes,
IASI,SCANTEIA,http://www.primariascinteia.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
MARAMURES,ORAS BORSA,https://www.primariaborsamm.ro,,oras,other,yes,no,,,no,no,feed nu raspunde
MARAMURES,ORAS SOMCUTA MARE,https://www.somcutamare.ro,,oras,unknown,yes,no,,,no,no,feed nu raspunde
ILFOV,GRUIU,https://www.primariagruiu.ro,https://www.primariagruiu.ro/?format=feed&type=rss,comuna,other,yes,yes,1,2016-01-28,no,no,
ILFOV,CORNETU,http://primariacornetu.ro,https://www.primariacornetu.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-07,yes,yes,
ILFOV,MOARA VLASIEI,https://www.primariamoara-vlasiei.ro,https://www.primariamoara-vlasiei.ro/feed/,comuna,wordpress,yes,yes,12,2026-08-13,yes,yes,
ILFOV,MOGOSOAIA,https://primaria.mogosoaia.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
IASI,TANSA,http://www.primariatansa.ro,https://primariatansa.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
ILFOV,CORBEANCA,http://www.primariacorbeanca.ro,https://pcc.ro/feed/,comuna,wordpress,yes,yes,9,2026-09-04,yes,yes,
ILFOV,GANEASA,http://primariaganeasailfov.ro,https://primariaganeasailfov.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-07,yes,yes,
IASI,VOINESTI,https://www.primariavoinesti-iasi.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
MARAMURES,ORAS TAUTII-MAGHERAUS,https://www.tautiimagheraus.ro,https://tautiimagheraus.ro/feed/,oras,wordpress,yes,yes,10,2026-08-17,yes,yes,
MARAMURES,ASUAJU DE SUS,https://www.comunaasuajudesus.ro/index.php/ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
MARAMURES,ORAS BAIA SPRIE,https://www.baiasprie.ro,https://www.baiasprie.ro/index.php?format=feed&type=rss,oras,joomla,yes,yes,8,2026-07-23,yes,no,
MARAMURES,ORAS CAVNIC,https://www.cavnic.ro,,oras,wordpress,yes,no,,,no,no,feed nu raspunde
MARAMURES,ORAS SALISTEA DE SUS,https://salisteadesus.ro,,oras,wordpress,yes,no,,,no,no,feed nu raspunde
MARAMURES,BISTRA,https://www.primariabistra.ro,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,ORAS SEINI,https://www.seini.ro,https://seini.ro/feed/,oras,wordpress,yes,yes,10,2026-09-04,yes,yes,
ILFOV,SNAGOV,https://www.primaria-snagov.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
MARAMURES,ORAS TARGU LAPUS,https://www.primariatargulapus.ro,,oras,wordpress,yes,no,,,no,no,feed nu raspunde
ILFOV,DOBROESTI,https://www.primariadobroesti.ro,https://www.primariadobroesti.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-03,yes,yes,
MARAMURES,BARSANA,http://barsana.clickglobal.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
ILFOV,TUNARI,https://www.primaria-tunari.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
IASI,HALAUCESTI,https://www.primariahalaucesti.ro,https://primariahalaucesti.ro/website/feed/,comuna,wordpress,yes,yes,7,2026-08-05,yes,yes,
IASI,HARMANESTI,https://primaria-harmanesti.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
MARAMURES,COAS,https://www.primariacoas.ro,,comuna,unknown,no,no,,,no,no,site mort
ILFOV,CLINCENI,https://primaria-clinceni.ro,https://primaria-clinceni.ro/feed/,comuna,wordpress,yes,yes,10,2025-03-04,no,no,
IASI,SINESTI,https://www.primariasinesti.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
MARAMURES,BUDESTI,https://www.comuna-budesti.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
MARAMURES,BOGDAN VODA,https://primariabogdanvoda.ro,https://primariabogdanvoda.ro/feed/,comuna,wordpress,yes,yes,10,2026-06-24,yes,no,
MARAMURES,BICAZ,https://comunabicazmm.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
MARAMURES,COLTAU,https://www.primaria-coltau.ro,https://primaria-coltau.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
MARAMURES,ORAS ULMENI,http://www.primariaulmenimm.ro,https://primariaulmenimm.ro/feed/,oras,wordpress,yes,yes,10,2026-08-18,yes,yes,
MARAMURES,BOIU MARE,http://www.primariaboiumare.ro,https://primariaboiumare.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
MARAMURES,BOTIZA,https://primariabotiza.ro,https://primariabotiza.ro/feed/,comuna,wordpress,yes,yes,7,2024-01-30,no,no,
MARAMURES,ORAS VISEU DE SUS,https://www.viseudesus.ro,,oras,unknown,no,no,,,no,no,site mort
MARAMURES,BASESTI,https://www.basestimm.ro,https://basestimm.ro/feed/,comuna,wordpress,yes,yes,9,2023-01-07,no,no,
MARAMURES,ARDUSAT,https://www.comuna-ardusat.ro,https://comuna-ardusat.ro/feed/,comuna,wordpress,yes,yes,3,2023-09-29,no,no,
MARAMURES,BOCICOIU MARE,http://primariabocicoiumare.ro,https://primariabocicoiumare.ro/feed/,comuna,wordpress,yes,yes,3,2025-02-15,no,no,
MARAMURES,FARCASA,http://www.farcasa-maramures.ro,https://farcasa-maramures.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-21,yes,yes,
MARAMURES,CAMPULUNG LA TISA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,COROIENI,https://www.comunacoroieni.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
ILFOV,CIOLPANI,https://www.primariaciolpani.ro,https://primariaciolpani.ro/feed/,comuna,e-adm,yes,yes,10,2026-04-21,yes,no,
MARAMURES,BAIUT,https://www.comunabaiut.ro/ari2_364-contact.html,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
ILFOV,STEFANESTII DE JOS,https://primariastefanesti.ro,https://primariastefanesti.ro/feed/,comuna,wordpress,yes,yes,10,2026-09-02,yes,yes,
MARAMURES,CUPSENI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,POIENILE DE SUB MUNTE,http://www.primariapoieniledesubmunte.ro,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,ONCESTI,https://www.primariaoncesti.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
MARAMURES,GIULESTI,http://primariagiulesti.ro,https://www.primariagiulesti.ro/feed/,comuna,wordpress,yes,yes,2,2023-03-06,no,no,
MARAMURES,DUMBRAVITA,https://www.primariadumbravitamm.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
IASI,TRIFESTI,http://primariatrifestiiasi.ro,https://www.primariatrifestiiasi.ro/feed/,comuna,wordpress,yes,yes,10,2025-09-03,no,no,
MARAMURES,GROSI,https://primariagrosi.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
MARAMURES,GARDANI,https://www.primariagardani.ro,,comuna,e-adm,yes,no,,,no,no,feed nu raspunde
MARAMURES,POIENILE IZEI,https://www.poienileizei.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
ILFOV,NUCI,https://primarianuciilfov.ro,https://primarianuciilfov.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-21,yes,yes,
MARAMURES,DESESTI,https://www.primariadesestimm.ro,https://primariadesestimm.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-18,yes,yes,
MARAMURES,ARINIS,https://comunaarinis.ro/index.php/contact,,comuna,other,yes,no,,,no,no,feed nu raspunde
MARAMURES,SACEL,http://www.primariasacel.ro,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,ROZAVLEA,https://www.primaria-rozavlea.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
MARAMURES,SAPANTA,https://www.primaria-sapanta.com,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,PETROVA,http://www.primaria-petrova.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
MARAMURES,LAPUS,https://www.primaria-lapus.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
MARAMURES,REMETI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,COPALNIC-MANASTUR,https://www.primariacopalnicmanastur.ro,https://primariacopalnicmanastur.ro/feed/,comuna,wordpress,yes,yes,10,2025-04-08,no,no,
MARAMURES,SIEU,http://primaria-sieu.ro,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,SALSIG,http://www.salsig.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
MARAMURES,RUSCOVA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
ILFOV,ORAS CHITILA,http://www.primariachitila.ro,https://primariachitila.ro/new/feed/,oras,wordpress,yes,yes,10,2026-09-01,yes,yes,
MARAMURES,SISESTI,https://www.comunasisesti.ro,https://www.comunasisesti.ro/index.php?format=feed&type=rss,comuna,joomla,yes,yes,0,,no,no,
MARAMURES,LEORDINA,https://www.primaria-leordina.ro,https://primaria-leordina.ro/feed/,comuna,wordpress,yes,yes,1,2021-03-16,no,no,
MARAMURES,BAITA DE SUB CODRU,https://www.baitadesubcodru.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
MARAMURES,RECEA,https://www.primaria-recea.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
MARAMURES,VADU IZEI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,VIMA MICA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,SUCIU DE SUS,https://primariasuciudesus.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
ILFOV,PETRACHIOAIA,https://primaria-petrachioaia.ro,https://primaria-petrachioaia.ro/feed/,comuna,e-adm,yes,yes,10,2026-07-06,yes,no,
MARAMURES,IEUD,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,ORAS VANJU MARE,http://primariavinjumare.ro,https://primariavinjumare.ro/feed/,oras,wordpress,yes,yes,10,2026-08-31,yes,yes,
MEHEDINTI,ORAS STREHAIA,http://www.primariastrehaia.ro,https://www.primariastrehaia.ro/feed,oras,wordpress,yes,yes,10,2026-07-22,yes,no,
MARAMURES,ORAS DRAGOMIRESTI,http://www.dragomiresti-maramures.ro,https://dragomiresti-maramures.ro/feed,oras,wordpress,yes,yes,5,2023-12-13,no,no,
MEHEDINTI,BALA,http://www.primariacomuneibala.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
MARAMURES,SARASAU,https://www.primaria-sarasau.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
MARAMURES,CALINESTI,https://www.calinesti.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
MARAMURES,MUNICIPIUL BAIA MARE,https://www.baiamare.ro/ro,https://www.baiamare.ro/rss.xml,municipiu,e-adm,yes,yes,50,2026-09-05,yes,yes,
MEHEDINTI,MUNICIPIUL ORSOVA,https://www.primariaorsova.ro,,municipiu,unknown,yes,no,,,no,no,feed nu raspunde
MARAMURES,CICARLAU,https://www.primariacicarlau.ro,https://primariacicarlau.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-14,yes,yes,
MEHEDINTI,ORAS BAIA DE ARAMA,https://www.primariabaiadearama.ro,https://www.primariabaiadearama.ro/index.php?format=feed&type=rss,oras,joomla,yes,yes,0,,no,no,
MARAMURES,VALEA CHIOARULUI,https://www.valeachioarului.ro,https://www.valeachioarului.ro/feed/,comuna,wordpress,yes,yes,6,2020-01-21,no,no,
MARAMURES,RONA DE JOS,https://www.primariaronadejos.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
MEHEDINTI,BRANISTEA,https://www.clbranistea.ro,,comuna,joomla,yes,no,,,no,no,feed nu raspunde
MEHEDINTI,BALACITA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
IASI,TODIRESTI,http://www.primariatodiresti.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
MARAMURES,REPEDEA,https://www.comunarepedea.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
MEHEDINTI,BALTA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,BURILA MARE,https://primariaburilamare.ro,https://primariaburilamare.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
MEHEDINTI,CORCOVA,http://www.comunacorcova.ro,https://www.comunacorcova.ro/feed/,comuna,wordpress,yes,yes,10,2025-01-20,no,no,
MARAMURES,VISEU DE JOS,https://www.primaria-viseudejos.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
MEHEDINTI,MUNICIPIUL DROBETA-TURNU SEVERIN,https://primariadrobeta.ro,https://primariadrobeta.ro/feed/,municipiu,wordpress,yes,yes,10,2026-08-27,yes,yes,
ILFOV,BALOTESTI,http://primariabalotesti.ro,https://primariabalotesti.ro/index.php/feed/,comuna,wordpress,yes,yes,4,2025-11-24,no,no,
MEHEDINTI,BREZNITA-OCOL,http://www.breznitaocolprimaria.ro,https://www.breznitaocolprimaria.ro/feed/,comuna,wordpress,yes,yes,6,2026-04-09,yes,no,
MEHEDINTI,BREZNITA-MOTRU,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,BROSTENI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,RONA DE SUS,https://www.primariaronadesus.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
MEHEDINTI,DUBOVA,https://primariadubova.ro,https://primariadubova.ro/feed/,comuna,wordpress,yes,yes,10,2022-07-26,no,no,
MEHEDINTI,CAZANESTI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,GODEANU,https://primaria-godeanu.ro,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,CIRESU,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,BALVANESTI,https://balvanesti.ro,https://www.balvanesti.ro/feed/,comuna,wordpress,yes,yes,3,2026-03-11,yes,no,
MARAMURES,MIRESU MARE,https://www.miresu-mare.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
MEHEDINTI,JIANA,https://primaria-jiana.ro,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,CUJMIR,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,DARVARI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,MALOVAT,http://www.primariamalovat.ro,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,DUMBRAVA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,ESELNITA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,FLORESTI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,OCNA SUGATAG,https://www.primariaocnasugatag.ro,https://primariaocnasugatag.ro/feed/,comuna,wordpress,yes,yes,1,2022-02-23,no,no,
MEHEDINTI,BUTOIESTI,http://primariabutoiesti.ro,https://primariabutoiesti.ro/feed/,comuna,wordpress,yes,yes,10,2020-07-24,no,no,
MEHEDINTI,PODENI,http://comunapodenimh.ro,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,GARLA MARE,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,GRECI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,GROSII TIBLESULUI,https://www.grosiitiblesului.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
MEHEDINTI,GROZESTI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,GRUIA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,HINOVA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,SATULUNG,http://primariasatulung.ro,,comuna,other,yes,no,,,no,no,feed nu raspunde
MEHEDINTI,HUSNICIOARA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,ILOVAT,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,ISVERNA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,IZVORU BARZII,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,LIVEZILE,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,OBARSIA DE CAMP,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,OBARSIA-CLOSANI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,CORLATEL,https://primaria-corlatel.ro,https://primaria-corlatel.ro/feed/,comuna,wordpress,yes,yes,1,2020-03-06,no,no,
MEHEDINTI,OPRISOR,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,PADINA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,POROINA MARE,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,PRISTOL,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,CERNESTI,https://www.comunacernesti.ro,,comuna,wordpress,yes,no,,,no,no,feed nu raspunde
MEHEDINTI,SALCIA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,SISESTI,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,STANGACEAUA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,TAMNA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MARAMURES,REMETEA CHIOARULUI,https://www.remeteachioarului.ro,https://remeteachioarului.ro/feed/,comuna,wordpress,yes,yes,10,2023-10-25,no,no,
MEHEDINTI,VANJULET,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,VLADAIA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,VOLOIAC,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MEHEDINTI,VRATA,https://N/A,,comuna,unknown,no,no,,,no,no,site mort
MURES,ACATARI,https://www.acatari.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
MURES,ALBESTI,http://www.comunaalbesti.ro,https://comunaalbesti.ro/feed/,comuna,wordpress,yes,yes,20,2026-09-03,yes,yes,
MARAMURES,SACALASENI,https://www.sacalaseni.ro,https://sacalaseni.ro/feed/,comuna,wordpress,yes,yes,10,2026-08-26,yes,yes,
MURES,ORAS IERNUT,https://primariaiernut.ro,https://primariaiernut.ro/feed/,oras,wordpress,yes,yes,10,2025-02-18,no,no,
MEHEDINTI,BACLES,https://primariabacles.ro,https://primariabacles.ro/rss,comuna,wordpress,yes,yes,10,2026-08-03,yes,yes,
MEHEDINTI,PATULELE,https://www.primariapatulelemh.ro,https://www.primariapatulelemh.ro/feed/,comuna,wordpress,yes,yes,0,,no,no,
MURES,ORAS LUDUS,http://www.ludus.ro,,oras,other,yes,no,,,no,no,feed nu raspunde
MURES,MUNICIPIUL TARGU MURES,https://www.tirgumures.ro,https://www.tirgumures.ro/index.php?format=feed&type=rss&lang=ro,municipiu,joomla,yes,yes,10,2026-09-02,yes,yes,
MARAMURES,OARTA DE JOS,https://www.oartadejos.ro,,comuna,unknown,yes,no,,,no,no,feed nu raspunde
MEHEDINTI,PRUNISOR,http://www.primariaprunisor.ro,,comuna,unknown,no,no,,,no,no,site mort
